"spot_id","url","cta_link_type"
70321,"https://ramostexmex.com/drink-menu","drink_menu"
31527,"https://eladobedecapistrano.com/food-menu","food_menu"
70321,"https://ramostexmex.com/food-menu","food_menu"
544706,"https://www.clover.com/online-ordering/mi-pueblo-petaluma-petaluma","order3"
551551,"https://losamigoslocos.com/events","events"
551551,"https://losamigoslocos.com/drink-menu","drink_menu"
586391,"https://www.doordash.com/store/twisted-monkey-bar-%26-grill-lacey-35466131/?utm_campaign=gpa&pickup=true&rwg_token=ACgRB3dxhkYFeJaNVU176AlPoAY2DbexkghczuzuPCDf6v7K-Z3SPX9bgsnEiV7UaJ6vFob3tl23JPEkTS_rXQiN8OvurBg08Q%3D%3D","order"
551551,"https://losamigoslocos.com/specials","specials"
551551,"https://losamigoslocos.com/food-menu","food_menu"
559218,"https://www.almagauchaw.com/menu/","food_menu"
559218,"https://www.toasttab.com/alma-gaucha-_401-d-st/giftcards","gift_cards"
129010,"https://southerngourmetkitchens.com/specials","specials"
454311,"https://eltacolocobtx.com/events","events"
559218,"https://www.almagauchaw.com/specials/","specials"
559218,"https://www.almagauchaw.com/drinks/","drink_menu"
127734,"https://suffolk.baronspub.com/drink-menu","drink_menu"
577566,"https://midtownsocialatl.com/drink-menu","drink_menu"
454311,"https://eltacolocobtx.com/specials","specials"
559218,"https://www.almagauchaw.com/events/","events"
577566,"https://midtownsocialatl.com/events","events"
572079,"https://modomioab.com/specials","specials"
572079,"https://modomioab.com/events","events"
609412,"https://loscompadressaludava.com/food-menu","food_menu"
566445,"https://somabistro.com/-catering","catering"
261503,"https://orchid7fusion.com/specials","specials"
261503,"https://orchid7fusion.com/events","events"
261503,"https://orchid7fusion.com/food-menu","food_menu"
354972,"https://tmt.spotapps.co/job-listings?spot_id=354972","job_listing"
544706,"https://eatmipueblonovato.com/events","events"
261503,"https://orchid7fusion.com/drink-menu","drink_menu"
577566,"https://midtownsocialatl.com/specials","specials"
577566,"https://midtownsocialatl.com/food-menu","food_menu"
111108,"https://caboosebar-orlando.com/-food-menu","food_menu"
119958,"https://tmt.spotapps.co/job-listings?spot_id=119958","job_listing"
609412,"https://loscompadressaludava.com/specials","specials"
582055,"https://eddiesgrills.square.site/#most-popular","order4"
609412,"https://loscompadressaludava.com/events","events"
582055,"https://www.clover.com/online-ordering/eddies-grill-lompoc","order"
582055,"https://eddiesgrills.com/specials","specials"
609412,"https://loscompadressaludava.com/drink-menu","drink_menu"
590172,"https://eddiesrestaurantandcatering.com/party","private_parties"
129010,"https://southerngourmetkitchens.com/events","events"
129010,"https://southerngourmetkitchens.com/food-menu","food_menu"
129010,"https://southerngourmetkitchens.com/drink-menu","drink_menu"
454311,"https://eltacolocobtx.com/drink-menu","drink_menu"
454311,"https://eltacolocobtx.com/food-menu","food_menu"
454311,"https://tmt.spotapps.co/job-listings?spot_id=454311","job_listing"
573309,"https://yakurestaurant.com/drink-menu","drink_menu"
573309,"https://yakurestaurant.com/food-menu","food_menu"
553938,"https://headlinerssportsgrill.com/drink-menu","drink_menu"
553938,"https://headlinerssportsgrill.com/specials","specials"
553938,"https://headlinerssportsgrill.com/events","events"
553938,"https://headlinerssportsgrill.com/food-menu","food_menu"
111108,"https://caboosebar-orlando.com/-events","events"
582483,"https://pizzaboywareham.com/specials","specials"
283782,"https://ofenasf.com/specials","specials"
582483,"https://pizzaboywareham.com/events","events"
546882,"https://tmt.spotapps.co/job-listings?spot_id=546882","job_listing"
582483,"https://pizzaboywareham.com/drink-menu","drink_menu"
283782,"https://ofenasf.com/food-menu","food_menu"
582483,"https://pizzaboywareham.com/food-menu","food_menu"
543444,"https://revolutionarytavern.com/events","events"
543444,"https://revolutionarytavern.com/drink-menu","drink_menu"
31527,"https://eladobedecapistrano.com/events","events"
543216,"https://tandtsmokehousemeatsla.com/specials","specials"
543216,"https://tandtsmokehousemeatsla.com/drink-menu","drink_menu"
543216,"https://tandtsmokehousemeatsla.com/food-menu","food_menu"
581593,"https://giulianosdeli.com/events","events"
546956,"https://gardencourtcafesonoma.com/drink-menu","drink_menu"
581593,"https://giulianosdeli.com/drink-menu","drink_menu"
546956,"https://gardencourtcafesonoma.com/specials","specials"
581593,"https://giulianosdeli.com/food-menu","food_menu"
105893,"https://arisrestaurantstl.com/food-menu","food_menu"
138139,"https://societykitchenla.com/events","events"
543216,"https://tnt-smokehouse-meats.square.site/s/order#DH73YLQUXILXMBZAVJ6NVAJ4","order"
602414,"https://double-egg.cafe/drink-menu","drink_menu"
602414,"https://double-egg.cafe/food-menu","food_menu"
139370,"https://biancasrestaurantitaliano.com/specials","specials"
139370,"https://biancasrestaurantitaliano.com/events","events"
139370,"https://biancasrestaurantitaliano.com/drink-menu","drink_menu"
139370,"https://biancasrestaurantitaliano.com/food-menu","food_menu"
139370,"https://tmt.spotapps.co/job-listings?spot_id=139370","job_listing"
119958,"https://tmt.spotapps.co/ordering-menu?spot_id=119958&accordion=true&images=yes","order"
119958,"https://tmt.spotapps.co/reservations?spot_id=119958","reservations"
546956,"https://gardencourtcafesonoma.com/-reservations","reservations"
546956,"https://tmt.spotapps.co/job-listings?spot_id=546956","job_listing"
299306,"https://tmt.spotapps.co/job-listings?spot_id=299306","job_listing"
105893,"https://arisrestaurantstl.com/party","private_parties"
575421,"https://minicorralburgers.com/drink-menu","drink_menu"
575421,"https://minicorralburgers.com/food-menu","food_menu"
43713,"https://baalfalafel.com/specials","specials"
43713,"https://baalfalafel.com/events","events"
43713,"https://baalfalafel.com/drink-menu","drink_menu"
43713,"https://baalfalafel.com/food-menu","food_menu"
55869,"https://order.online/store/backyards-354014","order4"
55869,"https://backyardsaz.com/specials","specials"
55869,"https://tmt.spotapps.co/private-parties?spot_id=55869","private_parties"
55869,"https://backyardsaz.com/food-menu","food_menu"
55869,"https://www.grubhub.com/restaurant/backyards-patio-sports-lounge-9261-e-via-de-ventura-scottsdale/","order"
55869,"https://www.ubereats.com/en-US/phoenix/food-delivery/backyards/53re1cY7Q3KcA2rOUCeJ-g/","order3"
574365,"https://lepetitpecheurnyc.com/events","events"
551207,"https://streetcarclt.com/specials","specials"
105893,"https://arisrestaurantstl.com/catering","catering"
115848,"https://order.toasttab.com/online/taste-of-new-york-pizza-west-des-moines-165-s-jordan-creek-pkwy-suite-160-west-des-moines-ia-50266","order2"
551207,"https://streetcarclt.com/drink-menu","drink_menu"
91148,"https://10rockstapasbar.com/drink-menu","drink_menu"
448800,"https://tmt.spotapps.co/job-listings?spot_id=448800","job_listing"
581593,"https://www.ubereats.com/store/giulianos-delicatessen-and-bakery-torrance/Ts1LGjL5XyaGJV5couRm_A?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMjM4NDklMjBUb3JyYW5jZSUyMEJsdmQlMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJoZXJlJTNBYWYlM0FzdHJlZXRzZWN0aW9uJTNBOGsubjkyUi51bWdNRTRCUjBLNHJVQyUzQUNnZ0lCQ0MyeDVYSkF4QUJHZ1F6T0RRNSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJoZXJlX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMzMuODM3ODYlMkMlMjJsb25naXR1ZGUlMjIlM0EtMTE4LjM1NDgxJTdE&utm_source=menu-maker","order4"
536381,"https://themillwheeltavern.com/events","events"
105893,"https://arisrestaurantstl.com/events","events"
536381,"https://themillwheeltavern.com/drink-menu","drink_menu"
536381,"https://themillwheeltavern.com/food-menu","food_menu"
129010,"https://southerngourmetkitchens.com/-catering","catering"
448800,"https://chubbiesfamousfriedchicken.com/food-menu","food_menu"
105893,"https://arisrestaurantstl.com/reservations","reservations"
105893,"https://tmt.spotapps.co/job-listings?spot_id=105893","job_listing"
582055,"https://eddiesgrills.com/food-menu","food_menu"
121017,"https://justburgersco.com/events","events"
299306,"https://mungoscollinsville.com/specials","specials"
124351,"https://order.toasttab.com/online/lucky-lobster-co","order"
299306,"https://mungoscollinsville.com/party","private_parties"
299306,"https://mungoscollinsville.com/events","events"
299306,"https://mungoscollinsville.com/drink-menu","drink_menu"
299306,"https://mungoscollinsville.com/food-menu","food_menu"
582055,"https://www.clover.com/online-ordering/eddies-grill-lompoc-2","order2"
582055,"https://www.clover.com/online-ordering/eddies-grill-ventura","order5"
138670,"https://order.chownow.com/order/30229/locations/44717","order"
582055,"https://eddiesgrills.com/events","events"
582055,"https://tmt.spotapps.co/job-listings?spot_id=582055","job_listing"
582055,"https://eddiesgrills.com/drink-menu","drink_menu"
582055,"https://eddiesgrills.com/-catering","catering"
582055,"https://eddiesgrills.square.site/?location=11ef84ded47c2829bcb53cecef6d615a#most-popular","order3"
572079,"https://modomioab.com/drink-menu","drink_menu"
572079,"https://modomioab.com/food-menu","food_menu"
448800,"https://chubbiesfamousfriedchicken.com/drink-menu","drink_menu"
590172,"https://eddiesrestaurantandcatering.com/specials","specials"
30352,"https://ohanabbqoceanside05.com/specials","specials"
30352,"https://ohanabbqoceanside05.com/events","events"
30352,"https://ohanabbqoceanside05.com/drink-menu","drink_menu"
30352,"https://ohanabbqoceanside05.com/food-menu","food_menu"
167188,"https://gabriels-cafe.com/catering","catering"
167188,"https://tmt.spotapps.co/job-listings?spot_id=167188","job_listing"
586391,"https://twistedmonkeybar.com/specials","specials"
585684,"https://tmt.spotapps.co/job-listings?spot_id=585684","job_listing"
586391,"https://twistedmonkeybar.com/food-menu","food_menu"
586391,"https://twistedmonkeybar.com/events","events"
586391,"https://twistedmonkeybar.com/drink-menu","drink_menu"
127734,"https://suffolk.baronspub.com/food-menu","food_menu"
283782,"https://ofenasf.com/-party","private_parties"
283782,"https://ofenasf.com/events","events"
283782,"https://www.opentable.com/restref/client/?restref=1328593&lang=en-US&ot_source=Restaurant%20website&corrid=be99d3ab-b035-480a-b8a1-9086fa4db5fa","reservations"
283782,"https://ofenasf.com/-catering","catering"
283782,"https://order.toasttab.com/online/ofena-2529-ocean-avenue","order"
283782,"https://www.grubhub.com/restaurant/ofena-2529-ocean-ave-san-francisco/10558056","order2"
590172,"https://tmt.spotapps.co/job-listings?spot_id=590172","job_listing"
283782,"https://www.doordash.com/store/ofena-san-francisco-34259093/77087559/","order3"
546956,"https://gardencourtcafesonoma.com/-party","private_parties"
546956,"https://gardencourtcafesonoma.com/events","events"
546956,"https://gardencourtcafesonoma.com/food-menu","food_menu"
115848,"https://slicelife.com/restaurants/ia/waukee/50263/taste-of-new-york-waukee/menu","order3"
110146,"https://katirollwala.com/-specials","specials"
330957,"https://jaliscogrillperrypkwy.com/catering","catering"
330957,"https://jaliscogrillperrypkwy.com/party","private_parties"
330957,"https://tmt.spotapps.co/job-listings?spot_id=330957","job_listing"
546956,"https://gardencourtcafesonoma.com/-catering","catering"
127734,"https://suffolk.baronspub.com/specials","specials"
127734,"https://suffolk.baronspub.com/events","events"
115848,"https://tmt.spotapps.co/ordering-menu?spot_id=115848&accordion=true&images=yes","order"
542718,"https://cafe-indigo.com/drink-menu","drink_menu"
590172,"https://eddiesrestaurantandcatering.com/drink-menu","drink_menu"
590172,"https://eddiesrestaurantandcatering.com/food-menu","food_menu"
602414,"https://www.toasttab.com/local/order/double-yolk-cafe-605-n-denton-tap-rd/r-ddc8c8d5-d75b-4a34-9229-d89cee398b40?diningOption=takeout&rwg_token=ACgRB3fnJ_-HFextNWAUUk0fbrKPUw-hKdBnLK368ARGk1bArt0JBX_HeFrm0pQ_261kbYjascqQW38bi2mwsC62Zfguz07YZg%3D%3D","order"
101887,"https://tmt.spotapps.co/private-parties?spot_id=101887","private_parties"
138139,"https://societykitchenla.com/food-menu","food_menu"
551207,"https://streetcarclt.com/party","private_parties"
551207,"https://tmt.spotapps.co/job-listings?spot_id=551207","job_listing"
138139,"https://societykitchenla.com/specials","specials"
534843,"https://brothersbrewcoffee.com/-catering","catering"
138139,"https://tmt.spotapps.co/catering?spot_id=138139","catering"
138139,"https://tmt.spotapps.co/job-listings?spot_id=138139","job_listing"
534843,"https://brothersbrewcoffee.com/-reservations","reservations"
111108,"https://caboosebar-orlando.com/-drink-menu","drink_menu"
408604,"https://gnatslandingstatesboro.com/specials","specials"
408604,"https://gnatslandingstatesboro.com/drink-menu","drink_menu"
408604,"https://gnatslandingstatesboro.com/events","events"
408604,"https://gnatslandingstatesboro.com/food-menu","food_menu"
315414,"https://greenerpasturesbrewco.com/drink-menu","drink_menu"
315414,"https://greenerpasturesbrewco.com/food-menu","food_menu"
86777,"https://bigfishgrill.com/-specials","specials"
578953,"https://order.online/store/-24858494?hideModal=true","order"
86777,"https://atlasrestaurantgroup.com/gift-cards/","gift_cards"
315414,"https://greenerpasturesbrewco.com/specials","specials"
315414,"https://greenerpasturesbrewco.com/events","events"
579184,"https://nonnasplacenh.com/food-menu","food_menu"
579184,"https://nonnasplacenh.com/-reservations","reservations"
575421,"https://tmt.spotapps.co/job-listings?spot_id=575421","job_listing"
35003,"https://exoticthaiwh.com/specials","specials"
35003,"https://exoticthaiwh.com/events","events"
35003,"https://exoticthaiwh.com/drink-menu","drink_menu"
35003,"https://exoticthaiwh.com/food-menu","food_menu"
35003,"https://exoticthaiwh.com/-reservations","reservations"
579184,"https://nonnasplacenh.com/specials","specials"
579184,"https://nonnasplacenh.com/drink-menu","drink_menu"
110146,"https://katirollwala.com/menu","food_menu"
110146,"https://katirollwala.com/-events","events"
542519,"https://shop.moonsidebakery.com/","order"
119958,"https://corpuschristi.latequilarestaurant.com/specials","specials"
119958,"https://corpuschristi.latequilarestaurant.com/events","events"
119958,"https://tmt.spotapps.co/private-parties?spot_id=119958","private_parties"
299226,"https://www.clover.com/online-ordering/an-di-dzo-honolulu","order"
10121,"https://sofias143.com/-events","events"
10121,"https://sofias143.com/-drink-menu","drink_menu"
10121,"https://sofias143.com/-food-menu","food_menu"
10121,"https://tmt.spotapps.co/reservations?spot_id=10121","reservations"
10121,"https://tmt.spotapps.co/catering?spot_id=10121","catering"
10121,"https://tmt.spotapps.co/private-parties?spot_id=10121","private_parties"
448800,"https://order.online/en-US/business/chubbies-311981","order"
543444,"https://revolutionarytavern.com/food-menu","food_menu"
448800,"https://chubbiesfamousfriedchicken.com/reservations","reservations"
543444,"https://revolutionarytavern.com/-reservations","reservations"
395272,"https://www.order.store/store/taqueria-mazatlan/zVyUKRZ4WCCjMFPeuY-1ag","order"
595056,"https://inkaterratapasbar.com/party","private_parties"
110146,"https://katirollwala.com/-drink-menu","drink_menu"
595056,"https://inkaterratapasbar.com/drink-menu","drink_menu"
595056,"https://inkaterratapasbar.com/food-menu","food_menu"
614464,"https://charliespizzanyc.com/catering","catering"
595056,"https://tmt.spotapps.co/job-listings?spot_id=595056","job_listing"
558105,"https://namastecanton.com/order-online","order"
595056,"https://inkaterratapasbar.com/reservations","reservations"
595056,"https://inkaterratapasbar.com/catering","catering"
578953,"https://www.ubereats.com/store/la-parroquia-taqueria-prattville/gl9Da8UJWzGXyptPQkEFBg?diningMode=DELIVERY&mod=merchantUnavailable&modctx=%257B%2522storeUuid%2522%253A%2522825f436b-c509-5b31-97ca-9b4f42410506%2522%257D&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkNhZmUlMjAxNzE3JTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyaGVyZSUzQXBkcyUzQXBsYWNlJTNBODQwZGpmODMtMjdhZGQxNjljNjg4NTc1M2RiNDA1Yjk2ODJjMjFlYmYlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIyaGVyZV9wbGFjZXMlMjIlMkMlMjJsYXRpdHVkZSUyMiUzQTMyLjQyMjYlMkMlMjJsb25naXR1ZGUlMjIlM0EtODYuNDEwOTElN0Q%3D&ps=1&utm_source=menu-maker","order2"
261503,"https://direct.chownow.com/order/38739/locations/58959?menu_status=preview","order3"
578953,"https://taquerialaparroquiaal.com/taqueria-la-parroquia/locations/","order3"
261503,"https://order.toasttab.com/online/orchid-7-fusion-bar-and-grill-565-high-street","order"
261503,"https://www.ubereats.com/store/orchid7-fusion-bar-and-grill/_GSJyUbHSxmXqFkopuF0tQ?diningMode=PICKUP&mod=storeDeliveryTime&modctx=%257B%2522entryPoint%2522%253A%2522store-auto-surface%2522%252C%2522encodedStoreUuid%2522%253A%2522_GSJyUbHSxmXqFkopuF0tQ%2522%257D&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMjIwMiUyMEhpZ2glMjBTdCUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMmhlcmUlM0FhZiUzQXN0cmVldHNlY3Rpb24lM0FFQzBQcXhNdWZWWTc3LjlvVWdZYi1BJTNBQ2djSUJDQzFtOGNmRUFFYUF6SXdNZyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJoZXJlX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBNDIuMjQ3NzclMkMlMjJsb25naXR1ZGUlMjIlM0EtNzEuMTU4OTclN0Q%3D&ps=1","order2"
261503,"https://www.grubhub.com/restaurant/orchid7-fusion-bar-and-grill-565-high-st-dedham/4041304","order4"
585948,"https://tmt.spotapps.co/job-listings?spot_id=585948","job_listing"
110146,"https://katirollwala.com/-catering","catering"
600534,"https://moderna57.com/events","events"
573045,"https://3mixbbq.com/-catering","catering"
19576,"https://bluedaisycafe.com/-catering","catering"
19576,"https://bluedaisycafe.com/-party","private_parties"
19576,"https://bluedaisycafe.com/-reservations","reservations"
93172,"https://www.almagauchausa.com/events","events"
305019,"https://thehedgebistro.com/drink-menu","drink_menu"
577962,"https://sidsrestaurant.com/events","events"
577962,"https://sidsrestaurant.com/drink-menu","drink_menu"
577962,"https://sidsrestaurant.com/food-menu","food_menu"
586476,"https://thebreakawaybar.com/drink-menu","drink_menu"
577962,"https://sidsrestaurant.com/-reservations","reservations"
93172,"https://www.almagauchausa.com/-party","private_parties"
365674,"https://kelleysrowrestaurant.com/specials","specials"
365674,"https://kelleysrowrestaurant.com/events","events"
365674,"https://kelleysrowrestaurant.com/drink-menu","drink_menu"
365674,"https://kelleysrowrestaurant.com/food-menu","food_menu"
60513,"https://elmeson.com/food-menu","food_menu"
365674,"https://tmt.spotapps.co/job-listings?spot_id=365674","job_listing"
365674,"https://tmt.spotapps.co/ordering-menu?spot_id=365674&accordion=true&images=yes","order"
484343,"https://mccandless.northparklounge.com/events","events"
283734,"https://order.spoton.com/so-ak-subs-20036/san-francisco-ca/668302d9356fc5743d443f13","order"
486519,"https://pizzaandgyroparty.com/drink-menu","drink_menu"
93172,"https://www.toasttab.com/alma-gaucha-_401-d-st/giftcards","gift_cards"
558105,"https://namasteflavourscanton.com/specials","specials"
93172,"https://www.almagauchausa.com/drinks","drink_menu"
93172,"https://www.almagauchausa.com/menu","food_menu"
558105,"https://namasteflavourscanton.com/drink-menu","drink_menu"
558105,"https://namasteflavourscanton.com/food-menu","food_menu"
93172,"https://www.opentable.com/r/charkoals-brazilian-steakhouse-alma-gaucha-boston","reservations"
139360,"https://intheweedscle.com/specials","specials"
600534,"https://moderna57.com/specials","specials"
94127,"https://canvassocialcuisine757.com/food-menu","food_menu"
600534,"https://moderna57.com/drink-menu","drink_menu"
305019,"https://thehedgebistro.com/specials","specials"
486519,"https://pizzaandgyroparty.com/-party","private_parties"
305019,"https://thehedgebistro.com/events","events"
305019,"https://thehedgebistro.com/food-menu","food_menu"
486519,"https://pizzaandgyroparty.com/food-menu","food_menu"
305019,"https://order.spoton.com/so-the-hedge-bistro-12715/guilderland-ny/BL-6B66-0D90-C50B/pickup?rwg_token=ACgRB3dxxFy4oOVaIvklSLEeo3WpYnblcn4mR2FGdVkV1ELFV8dFKz4rqwbDY9vjOP1JpK7_S3QoN1vkfADdS2NjS3BkniiIiw%3D%3D","order"
486519,"https://pizzaandgyroparty.com/-reservations","reservations"
486519,"https://pizzaandgyroparty.com/-catering","catering"
582352,"https://superbowlatx.com/specials","specials"
582352,"https://tmt.spotapps.co/job-listings?spot_id=582352","job_listing"
167188,"https://gabriels-cafe.com/specials","specials"
582352,"https://order.toasttab.com/online/super-bowl-719-west-william-cannon-drive-suite-103","order"
180267,"https://pourchoicesbarandgrill.com/-party","private_parties"
167188,"https://gabriels-cafe.com/party","private_parties"
167188,"https://gabriels-cafe.com/events","events"
167188,"https://gabriels-cafe.com/drink-menu","drink_menu"
586476,"https://thebreakawaybar.com/events","events"
60513,"https://elmeson.com/specials","specials"
167188,"https://gabriels-cafe.com/food-menu","food_menu"
81341,"https://lorettandthebutcher.com/events","events"
116529,"https://luporossony.com/-party","private_parties"
586476,"https://thebreakawaybar.com/food-menu","food_menu"
116529,"https://www.grubhub.com/restaurant/lupo-rosso-pizzeria-43-69-11th-st-queens/6969472","order2"
116529,"https://slicelife.com/restaurants/ny/queens/11101/lupo-rosso-pizzeria-queens/menu","order4"
546114,"https://theskilletnj.com/drink-menu","drink_menu"
484343,"https://mccandless.northparklounge.com/drink-menu","drink_menu"
170178,"https://saigonparisbistrofl.com/specials","specials"
546114,"https://theskilletnj.com/specials","specials"
484343,"https://mccandless.northparklounge.com/food-menu","food_menu"
486519,"https://tmt.spotapps.co/job-listings?spot_id=486519","job_listing"
170178,"https://saigonparisbistrofl.com/reservations","reservations"
170178,"https://saigonparisbistrofl.com/party","private_parties"
546114,"https://tmt.spotapps.co/job-listings?spot_id=546114","job_listing"
170178,"https://saigonparisbistrofl.com/drink-menu","drink_menu"
170178,"https://saigonparisbistrofl.com/food-menu","food_menu"
546114,"https://theskilletnj.com/events","events"
170178,"https://saigonparisbistrofl.com/catering","catering"
395251,"https://eatgalligaskins.com/-party","private_parties"
546114,"https://theskilletnj.com/food-menu","food_menu"
586476,"https://thebreakawaybar.com/specials","specials"
586476,"https://order.toasttab.com/online/breakaway-7305-mchenry-street","order"
395251,"https://eatgalligaskins.com/-catering","catering"
60513,"https://elmeson.com/-party","private_parties"
60513,"https://elmeson.com/events","events"
60513,"https://elmeson.com/drink-menu","drink_menu"
60513,"https://resy.com/cities/houston-tx/venues/el-meson-restaurant?date=2025-10-14&seats=2","reservations"
60513,"https://elmeson.com/-catering","catering"
354972,"https://schianosfastcasualitalian.com/-drink-menu","drink_menu"
354972,"https://schianosfastcasualitalian.com/-food-menu","food_menu"
116529,"https://luporossony.com/events","events"
81341,"https://weborder.swipeby.net/lorettaandthebutcher/app/home","order"
116529,"https://luporossony.com/food-menu","food_menu"
116529,"https://luporossony.com/specials","specials"
116529,"https://lupo-rosso-ny.square.site/?owg-fulfillment=delivery&fulfillment=DELIVERY&location=11efcf83263be55497fe3cecef6dbab4&location_id=L5CBQD1WJVHP2&rwg_token=ACgRB3ek8rVgB7nFzK7BfG9uMIbPWrBlQ-sIRJEc8fj5fNtjRQLxW4NjKofGJb59EX-U2VLhXC1Buv21v218neE54pTmtZ-dRw%3D%3D#most-popular","order"
116529,"https://www.doordash.com/store/lupo-rosso-queens-24030645/","order3"
116529,"https://www.ubereats.com/store/lupo-rosso-pizzeria/7XZJKz_LU2a-9UZLoZ6S6A?ps=1","order5"
85252,"https://abismn.com/drink-menu","drink_menu"
85252,"https://abismn.com/food-menu","food_menu"
81341,"https://lorettandthebutcher.com/specials","specials"
35227,"https://homebrewedbar.com/specials","specials"
35227,"https://homebrewedbar.com/events","events"
35227,"https://homebrewedbar.com/drink-menu","drink_menu"
35227,"https://homebrewedbar.com/food-menu","food_menu"
35227,"https://tmt.spotapps.co/job-listings?spot_id=35227","job_listing"
81341,"https://lorettandthebutcher.com/-party","private_parties"
81341,"https://lorettandthebutcher.com/drink-menu","drink_menu"
559218,"https://almagauchaw.com/-catering","catering"
62142,"https://table13addison.com/specials","specials"
539550,"https://bumblebrewsplaycafe.com/events","events"
62142,"https://table13addison.com/events","events"
539550,"https://bumblebrewsplaycafe.com/menu","food_menu"
81341,"https://lorettandthebutcher.com/food-menu","food_menu"
62142,"https://table13addison.com/drink-menu","drink_menu"
62142,"https://table13addison.com/food-menu","food_menu"
558105,"https://namasteflavourscanton.com/events","events"
81341,"https://lorettandthebutcher.com/-reservations","reservations"
583209,"https://order.online/store/-28954365/?pickup=true","order2"
410983,"https://thecrawlspacegastropub.com/food-menu","food_menu"
81341,"https://tmt.spotapps.co/job-listings?spot_id=81341","job_listing"
139360,"https://intheweedscle.com/food-menu","food_menu"
139360,"https://intheweedscle.com/-reservations","reservations"
139360,"https://intheweedscle.com/drink-menu","drink_menu"
377630,"https://beijingex.com/drink-menu","drink_menu"
377630,"https://beijingex.com/food-menu","food_menu"
504226,"https://refucilo.orderport.net/wines/all-wines","order"
110674,"https://sxyhawaii.com/-party","private_parties"
